14028S	D23580	LT2	SL1344	ST4-74
STM14_RS18070	D5R57_RS18740	STM3401	SL1344_RS17565	STM474_RS17565
STM14_RS18065	D5R57_RS18735	STM3400	SL1344_RS17560	STM474_RS17560
STM14_RS18010	D5R57_RS18680	STM3389	SL1344_RS17505	STM474_RS17505
STM14_RS17940	D5R57_RS18610	STM3375	SL1344_RS17435	STM474_RS17435
STM14_RS17930	D5R57_RS18600	STM3374	SL1344_RS17425	STM474_RS17425
STM14_RS17925	D5R57_RS18595	STM3373	SL1344_RS17420	STM474_RS17420
STM14_RS17920	D5R57_RS18590	STM3372	SL1344_RS17415	STM474_RS17415
STM14_RS17915	D5R57_RS18585	STM3371	SL1344_RS17410	STM474_RS17410
STM14_RS17910	D5R57_RS18580	STM3370	SL1344_RS17405	STM474_RS17405
STM14_RS17905	D5R57_RS18575	STM3369	SL1344_RS17400	STM474_RS17400
STM14_RS17900	D5R57_RS18570	STM3368	SL1344_RS17395	STM474_RS17395
STM14_RS17890	D5R57_RS18560	STM3366	SL1344_RS17385	STM474_RS17385
STM14_RS17885	D5R57_RS18555	STM3365	SL1344_RS17380	STM474_RS17380
STM14_RS17880	D5R57_RS18550	STM3364	SL1344_RS17375	STM474_RS17375
STM14_RS17875	D5R57_RS18545	STM3363	SL1344_RS17370	STM474_RS17370
STM14_RS17855	D5R57_RS18525	STM3359	SL1344_RS17350	STM474_RS17350
STM14_RS17850	D5R57_RS18520	STM3358	SL1344_RS17345	STM474_RS17345
STM14_RS17845	D5R57_RS18515	STM3357	SL1344_RS17340	STM474_RS17340
STM14_RS17840	D5R57_RS18510	STM3356	SL1344_RS17335	STM474_RS17335
STM14_RS17830	D5R57_RS18500	STM3354	SL1344_RS17325	STM474_RS17325
STM14_RS17825	D5R57_RS18495	STM3353	SL1344_RS17320	STM474_RS17320
STM14_RS17810	D5R57_RS18480	STM3350	SL1344_RS17305	STM474_RS17305
STM14_RS17790	D5R57_RS18460	STM3346	SL1344_RS17285	STM474_RS17285
STM14_RS17785	D5R57_RS18455	STM3345	SL1344_RS17280	STM474_RS17280
STM14_RS17780	D5R57_RS18450	STM3344	SL1344_RS17275	STM474_RS17275
STM14_RS17775	D5R57_RS18440	STM3343	SL1344_RS17270	STM474_RS17270
STM14_RS17770	D5R57_RS18435	STM3342	SL1344_RS17265	STM474_RS17265
STM14_RS17765	D5R57_RS18430	STM3341	SL1344_RS17260	STM474_RS17260
STM14_RS17760	D5R57_RS18425	STM3340	SL1344_RS17255	STM474_RS17255
STM14_RS17755	D5R57_RS18420	STM3339	SL1344_RS17250	STM474_RS17250
STM14_RS17750	D5R57_RS18415	STM3338	SL1344_RS17245	STM474_RS17245
STM14_RS17745	D5R57_RS18410	STM3337	SL1344_RS17240	STM474_RS17240
STM14_RS17740	D5R57_RS18405	STM3336	SL1344_RS17235	STM474_RS17235
STM14_RS17735	D5R57_RS18400	STM3335	SL1344_RS17230	STM474_RS17230
STM14_RS17700	D5R57_RS18365	STM3329	SL1344_RS17195	STM474_RS17195
STM14_RS17695	D5R57_RS18360	STM3328	SL1344_RS17190	STM474_RS17190
STM14_RS17690	D5R57_RS18355	STM3327	SL1344_RS17185	STM474_RS17185
STM14_RS17685	D5R57_RS18350	STM3326	SL1344_RS17180	STM474_RS17180
STM14_RS17620	D5R57_RS18280	STM3313	SL1344_RS17115	STM474_RS17115
STM14_RS17615	D5R57_RS18275	STM3312	SL1344_RS17110	STM474_RS17110
STM14_RS17610	D5R57_RS18270	STM3311	SL1344_RS17105	STM474_RS17105
STM14_RS17605	D5R57_RS18265	STM3310	SL1344_RS17100	STM474_RS17100
STM14_RS17600	D5R57_RS18260	STM3309	SL1344_RS17095	STM474_RS17095
STM14_RS17590	D5R57_RS18250	STM3307	SL1344_RS17085	STM474_RS17085
STM14_RS17575	D5R57_RS18235	STM3304	SL1344_RS17070	STM474_RS17070
STM14_RS17570	D5R57_RS18230	STM3303	SL1344_RS17065	STM474_RS17065
STM14_RS17560	D5R57_RS18220	STM3301	SL1344_RS17055	STM474_RS17055
STM14_RS17545	D5R57_RS18210	STM3299	SL1344_RS17040	STM474_RS17040
STM14_RS17535	D5R57_RS18200	STM3297	SL1344_RS17030	STM474_RS17030
STM14_RS17530	D5R57_RS18190	STM3296	SL1344_RS17025	STM474_RS17025
STM14_RS17520	D5R57_RS18175	STM3295	SL1344_RS17015	STM474_RS17015
STM14_RS17515	D5R57_RS18170	STM3294	SL1344_RS17010	STM474_RS17010
STM14_RS17510	D5R57_RS18165	STM3293	SL1344_RS17005	STM474_RS17005
STM14_RS17500	D5R57_RS18155	STM3291	SL1344_RS16995	STM474_RS16995
STM14_RS17485	D5R57_RS18140	STM3288	SL1344_RS16980	STM474_RS16980
STM14_RS17480	D5R57_RS18135	STM3287	SL1344_RS16975	STM474_RS16975
STM14_RS17475	D5R57_RS18130	STM3286	SL1344_RS16970	STM474_RS16970
STM14_RS17470	D5R57_RS18125	STM3285	SL1344_RS16965	STM474_RS16965
STM14_RS17465	D5R57_RS18120	STM3284	SL1344_RS16960	STM474_RS16960
STM14_RS17460	D5R57_RS18115	STM3283	SL1344_RS16955	STM474_RS16955
STM14_RS17455	D5R57_RS18110	STM3282	SL1344_RS16950	STM474_RS16950
STM14_RS17450	D5R57_RS18105	STM3281	SL1344_RS16945	STM474_RS16945
STM14_RS17445	D5R57_RS18100	STM3280	SL1344_RS16940	STM474_RS16940
STM14_RS17440	D5R57_RS18095	STM3279	SL1344_RS16935	STM474_RS16935
STM14_RS17430	D5R57_RS18085	STM3277	SL1344_RS16925	STM474_RS16925
STM14_RS17410	D5R57_RS18065	STM3273	SL1344_RS16905	STM474_RS16905
STM14_RS17405	D5R57_RS18060	STM3272	SL1344_RS16900	STM474_RS16900
STM14_RS17395	D5R57_RS18050	STM3270	SL1344_RS16890	STM474_RS16890
STM14_RS17385	D5R57_RS18040	STM3268	SL1344_RS16880	STM474_RS16880
STM14_RS17360	D5R57_RS18015	STM3263	SL1344_RS16855	STM474_RS16855
STM14_RS17330	D5R57_RS17955	STM3252	SL1344_RS16800	STM474_RS16800
STM14_RS17325	D5R57_RS17950	STM3251	SL1344_RS16795	STM474_RS16795
STM14_RS17315	D5R57_RS17940	STM3249	SL1344_RS16785	STM474_RS16785
STM14_RS17310	D5R57_RS17935	STM3248	SL1344_RS16780	STM474_RS16780
STM14_RS17305	D5R57_RS17930	STM3247	SL1344_RS16775	STM474_RS16775
STM14_RS17300	D5R57_RS17895	STM3245	SL1344_RS16770	STM474_RS16770
STM14_RS17295	D5R57_RS17890	STM3244	SL1344_RS16765	STM474_RS16765
STM14_RS17290	D5R57_RS17885	STM3243	SL1344_RS16760	STM474_RS16760
STM14_RS17285	D5R57_RS17880	STM3242	SL1344_RS16755	STM474_RS16755
STM14_RS17280	D5R57_RS17875	STM3241	SL1344_RS16750	STM474_RS16750
STM14_RS17270	D5R57_RS17865	STM3239	SL1344_RS16740	STM474_RS16740
STM14_RS17265	D5R57_RS17860	STM3238	SL1344_RS16735	STM474_RS16735
STM14_RS17250	D5R57_RS17845	STM3235	SL1344_RS16720	STM474_RS16720
STM14_RS17175	D5R57_RS17765	STM3220	SL1344_RS16645	STM474_RS16645
STM14_RS17160	D5R57_RS17750	STM3217	SL1344_RS16630	STM474_RS16630
STM14_RS17155	D5R57_RS17745	STM3216	SL1344_RS16625	STM474_RS16625
STM14_RS17145	D5R57_RS17735	STM3214	SL1344_RS16615	STM474_RS16615
STM14_RS17135	D5R57_RS17500	STM3212	SL1344_RS16605	STM474_RS16605
STM14_RS17115	D5R57_RS17480	STM3208	SL1344_RS16585	STM474_RS16585
STM14_RS17105	D5R57_RS17465	STM3206	SL1344_RS16575	STM474_RS16575
STM14_RS17100	D5R57_RS17460	STM3205	SL1344_RS16570	STM474_RS16570
STM14_RS17085	D5R57_RS17440	STM3202	SL1344_RS16555	STM474_RS16555
STM14_RS17080	D5R57_RS17435	STM3201	SL1344_RS16550	STM474_RS16550
STM14_RS17075	D5R57_RS17430	STM3200	SL1344_RS16545	STM474_RS16545
STM14_RS17060	D5R57_RS17410	STM3197	SL1344_RS16530	STM474_RS16530
STM14_RS17050	D5R57_RS17400	STM3195	SL1344_RS16520	STM474_RS16520
STM14_RS17020	D5R57_RS17370	STM3189	SL1344_RS16490	STM474_RS16490
STM14_RS17000	D5R57_RS17345	STM3185	SL1344_RS16470	STM474_RS16470
STM14_RS16995	D5R57_RS17340	STM3184	SL1344_RS16465	STM474_RS16465
STM14_RS16990	D5R57_RS17335	STM3183	SL1344_RS16460	STM474_RS16460
STM14_RS16985	D5R57_RS17330	STM3182	SL1344_RS16455	STM474_RS16455
STM14_RS16980	D5R57_RS17325	STM3181	SL1344_RS16450	STM474_RS16450
STM14_RS16955	D5R57_RS17300	STM3176	SL1344_RS16425	STM474_RS16425
STM14_RS16950	D5R57_RS17295	STM3175	SL1344_RS16420	STM474_RS16420
STM14_RS16945	D5R57_RS17290	STM3174	SL1344_RS16415	STM474_RS16415
STM14_RS16940	D5R57_RS17285	STM3173	SL1344_RS16410	STM474_RS16410
STM14_RS16935	D5R57_RS17280	STM3172	SL1344_RS16405	STM474_RS16405
STM14_RS16915	D5R57_RS17260	STM3168	SL1344_RS16385	STM474_RS16385
STM14_RS16885	D5R57_RS17230	STM3163	SL1344_RS16355	STM474_RS16355
STM14_RS16865	D5R57_RS17210	STM3159	SL1344_RS16335	STM474_RS16335
STM14_RS16860	D5R57_RS17205	STM3158	SL1344_RS16330	STM474_RS16330
STM14_RS16840	D5R57_RS17185	STM3154	SL1344_RS16310	STM474_RS16310
STM14_RS16835	D5R57_RS17175	STM3153	SL1344_RS16305	STM474_RS16305
STM14_RS16830	D5R57_RS17170	STM3152	SL1344_RS16300	STM474_RS16300
STM14_RS16825	D5R57_RS17165	STM3151	SL1344_RS16295	STM474_RS16295
STM14_RS16820	D5R57_RS17155	STM3150	SL1344_RS16290	STM474_RS16290
STM14_RS16815	D5R57_RS17150	STM3149	SL1344_RS16285	STM474_RS16285
STM14_RS16810	D5R57_RS17145	STM3148	SL1344_RS16280	STM474_RS16280
STM14_RS16805	D5R57_RS17140	STM3147	SL1344_RS16275	STM474_RS16275
STM14_RS16800	D5R57_RS17135	STM3146	SL1344_RS16270	STM474_RS16270
STM14_RS16795	D5R57_RS17130	STM3145	SL1344_RS16265	STM474_RS16265
STM14_RS16790	D5R57_RS17125	STM3144	SL1344_RS16260	STM474_RS16260
STM14_RS16785	D5R57_RS17120	STM3143	SL1344_RS16255	STM474_RS16255
STM14_RS16780	D5R57_RS17115	STM3142	SL1344_RS16250	STM474_RS16250
STM14_RS16775	D5R57_RS17110	STM3141	SL1344_RS16245	STM474_RS16245
STM14_RS16765	D5R57_RS17100	STM3139	SL1344_RS16235	STM474_RS16235
STM14_RS16760	D5R57_RS17090	STM3138	SL1344_RS16230	STM474_RS16230
STM14_RS16740	D5R57_RS17070	STM3134	SL1344_RS16210	STM474_RS16210
STM14_RS16725	D5R57_RS17060	STM3132	SL1344_RS16200	STM474_RS16200
STM14_RS16720	D5R57_RS17055	STM3131	SL1344_RS16195	STM474_RS16195
STM14_RS16715	D5R57_RS17050	STM3130	SL1344_RS16190	STM474_RS16190
STM14_RS16705	D5R57_RS17040	STM3128	SL1344_RS16180	STM474_RS16180
STM14_RS16700	D5R57_RS17035	STM3127	SL1344_RS16175	STM474_RS16175
STM14_RS16695	D5R57_RS17030	STM3126	SL1344_RS16170	STM474_RS16170
STM14_RS16690	D5R57_RS17025	STM3125	SL1344_RS16165	STM474_RS16165
STM14_RS16680	D5R57_RS17015	STM3123	SL1344_RS16155	STM474_RS16155
STM14_RS16675	D5R57_RS17010	STM3122	SL1344_RS16150	STM474_RS16150
STM14_RS16665	D5R57_RS17000	STM3120	SL1344_RS16140	STM474_RS16140
STM14_RS16660	D5R57_RS16995	STM3119	SL1344_RS16135	STM474_RS16135
STM14_RS16655	D5R57_RS16990	STM3118	SL1344_RS16130	STM474_RS16130
STM14_RS16630	D5R57_RS16970	STM3114	SL1344_RS16105	STM474_RS16105
STM14_RS16605	D5R57_RS16945	STM3109	SL1344_RS16080	STM474_RS16080
STM14_RS16600	D5R57_RS16940	STM3108	SL1344_RS16075	STM474_RS16075
STM14_RS16595	D5R57_RS16935	STM3107	SL1344_RS16070	STM474_RS16070
STM14_RS16590	D5R57_RS16930	STM3106	SL1344_RS16065	STM474_RS16065
STM14_RS16585	D5R57_RS16925	STM3105	SL1344_RS16060	STM474_RS16060
STM14_RS16555	D5R57_RS16895	STM3099	SL1344_RS16030	STM474_RS16030
STM14_RS16550	D5R57_RS16890	STM3098	SL1344_RS16025	STM474_RS16025
STM14_RS25390	D5R57_RS16845	STM3089	SL1344_RS25905	STM474_RS25885
STM14_RS16500	D5R57_RS16835	STM3087	SL1344_RS15975	STM474_RS15975
STM14_RS16495	D5R57_RS16830	STM3086	SL1344_RS15970	STM474_RS15970
STM14_RS16490	D5R57_RS16825	STM3085	SL1344_RS15965	STM474_RS15965
STM14_RS16485	D5R57_RS16820	STM3084	SL1344_RS15960	STM474_RS15960
STM14_RS16475	D5R57_RS16810	STM3083	SL1344_RS15950	STM474_RS15950
STM14_RS16470	D5R57_RS16805	STM3082	SL1344_RS15945	STM474_RS15945
STM14_RS16465	D5R57_RS16800	STM3081	SL1344_RS15940	STM474_RS15940
STM14_RS16460	D5R57_RS16795	STM3080	SL1344_RS15935	STM474_RS15935
STM14_RS16455	D5R57_RS16790	STM3079	SL1344_RS15930	STM474_RS15930
STM14_RS16450	D5R57_RS16785	STM3078	SL1344_RS15925	STM474_RS15925
STM14_RS16410	D5R57_RS16735	STM3070	SL1344_RS15885	STM474_RS15885
STM14_RS16405	D5R57_RS16730	STM3069	SL1344_RS15880	STM474_RS15880
STM14_RS16400	D5R57_RS16725	STM3068	SL1344_RS15875	STM474_RS15875
STM14_RS16395	D5R57_RS16720	STM3067	SL1344_RS15870	STM474_RS15870
STM14_RS16390	D5R57_RS16715	STM3066	SL1344_RS15865	STM474_RS15865
STM14_RS16385	D5R57_RS16710	STM3065	SL1344_RS15860	STM474_RS15860
STM14_RS16370	D5R57_RS16695	STM3063	SL1344_RS15845	STM474_RS15845
STM14_RS16365	D5R57_RS16690	STM3062	SL1344_RS15840	STM474_RS15840
STM14_RS16350	D5R57_RS16670	STM3059	SL1344_RS15825	STM474_RS15825
STM14_RS16345	D5R57_RS16665	STM3058	SL1344_RS15820	STM474_RS15820
STM14_RS16340	D5R57_RS16660	STM3057	SL1344_RS15815	STM474_RS15815
STM14_RS16335	D5R57_RS16655	STM3056	SL1344_RS15810	STM474_RS15810
STM14_RS16330	D5R57_RS16650	STM3055	SL1344_RS15805	STM474_RS15805
STM14_RS16325	D5R57_RS16645	STM3054	SL1344_RS15800	STM474_RS15800
STM14_RS16320	D5R57_RS16640	STM3053	SL1344_RS15795	STM474_RS15795
STM14_RS16315	D5R57_RS16630	STM3052	SL1344_RS15790	STM474_RS15790
STM14_RS16305	D5R57_RS16620	STM3050	SL1344_RS15780	STM474_RS15780
STM14_RS16300	D5R57_RS16615	STM3049	SL1344_RS15775	STM474_RS15775
STM14_RS16285	D5R57_RS16595	STM3047	SL1344_RS15760	STM474_RS15760
STM14_RS16280	D5R57_RS16590	STM3046	SL1344_RS15755	STM474_RS15755
STM14_RS16270	D5R57_RS16580	STM3044	SL1344_RS15745	STM474_RS15745
STM14_RS16265	D5R57_RS16575	STM3043	SL1344_RS15740	STM474_RS15740
STM14_RS16260	D5R57_RS16570	STM3042	SL1344_RS15735	STM474_RS15735
STM14_RS16250	D5R57_RS16560	STM3040	SL1344_RS15725	STM474_RS15725
STM14_RS16240	D5R57_RS16545	STM3038	SL1344_RS15715	STM474_RS15715
STM14_RS16220	D5R57_RS16525	STM3034	SL1344_RS15695	STM474_RS15695
STM14_RS16215	D5R57_RS16520	STM3033	SL1344_RS15690	STM474_RS15690
STM14_RS16210	D5R57_RS16510	STM3031	SL1344_RS15685	STM474_RS15685
STM14_RS16205	D5R57_RS16505	STM3030	SL1344_RS15680	STM474_RS15680
STM14_RS16195	D5R57_RS16495	STM3028	SL1344_RS15670	STM474_RS15670
STM14_RS16190	D5R57_RS16490	STM3027	SL1344_RS15665	STM474_RS15665
STM14_RS16185	D5R57_RS16485	STM3026	SL1344_RS15660	STM474_RS15660
STM14_RS16175	D5R57_RS16475	STM3025	SL1344_RS15650	STM474_RS15650
STM14_RS16165	D5R57_RS16465	STM3023	SL1344_RS15640	STM474_RS15640
STM14_RS16150	D5R57_RS16450	STM3020	SL1344_RS15625	STM474_RS15625
STM14_RS16145	D5R57_RS16445	STM3019	SL1344_RS15620	STM474_RS15620
STM14_RS16140	D5R57_RS16435	STM3018	SL1344_RS15615	STM474_RS15615
STM14_RS16135	D5R57_RS16430	STM3017	SL1344_RS15610	STM474_RS15610
STM14_RS16130	D5R57_RS16425	STM3016	SL1344_RS15605	STM474_RS15605
STM14_RS16125	D5R57_RS16420	STM3015	SL1344_RS15600	STM474_RS15600
STM14_RS16115	D5R57_RS16410	STM3013	SL1344_RS15590	STM474_RS15590
STM14_RS16100	D5R57_RS16385	STM3010	SL1344_RS15575	STM474_RS15575
STM14_RS16095	D5R57_RS16380	STM3009	SL1344_RS15570	STM474_RS15570
STM14_RS16065	D5R57_RS16355	STM3004	SL1344_RS15540	STM474_RS15540
STM14_RS16060	D5R57_RS16350	STM3003	SL1344_RS15535	STM474_RS15535
STM14_RS16055	D5R57_RS16345	STM3002	SL1344_RS15530	STM474_RS15530
STM14_RS16050	D5R57_RS16340	STM3001	SL1344_RS15525	STM474_RS15525
STM14_RS16040	D5R57_RS16330	STM3000	SL1344_RS15515	STM474_RS15515
STM14_RS16035	D5R57_RS16325	STM2999	SL1344_RS15510	STM474_RS15510
STM14_RS16030	D5R57_RS16320	STM2998	SL1344_RS15505	STM474_RS15505
STM14_RS16025	D5R57_RS16315	STM2997	SL1344_RS15500	STM474_RS15500
STM14_RS16020	D5R57_RS16310	STM2996	SL1344_RS15495	STM474_RS15495
STM14_RS16015	D5R57_RS16305	STM2995	SL1344_RS15490	STM474_RS15490
STM14_RS16010	D5R57_RS16300	STM2994	SL1344_RS15485	STM474_RS15485
STM14_RS16005	D5R57_RS16295	STM2993	SL1344_RS15480	STM474_RS15480
STM14_RS15995	D5R57_RS16285	STM2991	SL1344_RS15470	STM474_RS15470
STM14_RS15980	D5R57_RS16270	STM2988	SL1344_RS15455	STM474_RS15455
STM14_RS15975	D5R57_RS16265	STM2987	SL1344_RS15450	STM474_RS15450
STM14_RS15955	D5R57_RS16245	STM2983	SL1344_RS15430	STM474_RS15430
STM14_RS15950	D5R57_RS16240	STM2982	SL1344_RS15425	STM474_RS15425
STM14_RS15945	D5R57_RS16235	STM2981	SL1344_RS15420	STM474_RS15420
STM14_RS15940	D5R57_RS16230	STM2980	SL1344_RS15415	STM474_RS15415
STM14_RS15910	D5R57_RS16200	STM2974	SL1344_RS15385	STM474_RS15385
STM14_RS15905	D5R57_RS16195	STM2973	SL1344_RS15380	STM474_RS15380
STM14_RS15875	D5R57_RS16160	STM2967	SL1344_RS15350	STM474_RS15350
STM14_RS15870	D5R57_RS16150	STM2965	SL1344_RS15340	STM474_RS15340
STM14_RS15865	D5R57_RS16145	STM2964	SL1344_RS15335	STM474_RS15335
STM14_RS15860	D5R57_RS16140	STM2963	SL1344_RS15330	STM474_RS15330
STM14_RS15855	D5R57_RS16130	STM2962	SL1344_RS15325	STM474_RS15325
STM14_RS15850	D5R57_RS16125	STM2961	SL1344_RS15320	STM474_RS15320
STM14_RS15845	D5R57_RS16120	STM2960	SL1344_RS15315	STM474_RS15315
STM14_RS15840	D5R57_RS16115	STM2959	SL1344_RS15310	STM474_RS15310
STM14_RS15830	D5R57_RS16105	STM2957	SL1344_RS15300	STM474_RS15300
STM14_RS15825	D5R57_RS16100	STM2956	SL1344_RS15295	STM474_RS15295
STM14_RS15820	D5R57_RS16095	STM2955	SL1344_RS15290	STM474_RS15290
STM14_RS15810	D5R57_RS16080	STM2954	SL1344_RS15280	STM474_RS15280
STM14_RS15805	D5R57_RS16075	STM2953	SL1344_RS15275	STM474_RS15275
STM14_RS15800	D5R57_RS16070	STM2952	SL1344_RS15270	STM474_RS15270
STM14_RS15795	D5R57_RS16065	STM2951	SL1344_RS15265	STM474_RS15265
STM14_RS15790	D5R57_RS16060	STM2950	SL1344_RS15260	STM474_RS15260
STM14_RS15780	D5R57_RS16045	STM2948	SL1344_RS15250	STM474_RS15250
STM14_RS15775	D5R57_RS16040	STM2947	SL1344_RS15245	STM474_RS15245
STM14_RS15770	D5R57_RS16035	STM2946	SL1344_RS15240	STM474_RS15240
STM14_RS15760	D5R57_RS16020	STM2944	SL1344_RS15230	STM474_RS15230
STM14_RS15755	D5R57_RS16015	STM2943	SL1344_RS15225	STM474_RS15225
STM14_RS15750	D5R57_RS16010	STM2942	SL1344_RS15220	STM474_RS15220
STM14_RS15745	D5R57_RS16005	STM2941	SL1344_RS15215	STM474_RS15215
STM14_RS15740	D5R57_RS16000	STM2940	SL1344_RS15210	STM474_RS15210
STM14_RS15735	D5R57_RS15995	STM2939	SL1344_RS15205	STM474_RS15205
STM14_RS15730	D5R57_RS15990	STM2938	SL1344_RS15200	STM474_RS15200
STM14_RS15725	D5R57_RS15985	STM2937	SL1344_RS15195	STM474_RS15195
STM14_RS15715	D5R57_RS15975	STM2935	SL1344_RS15185	STM474_RS15185
STM14_RS15710	D5R57_RS15970	STM2934	SL1344_RS15180	STM474_RS15180
STM14_RS15705	D5R57_RS15965	STM2933	SL1344_RS15175	STM474_RS15175
STM14_RS15695	D5R57_RS15955	STM2931	SL1344_RS15165	STM474_RS15165
STM14_RS15690	D5R57_RS15950	STM2930	SL1344_RS15160	STM474_RS15160
STM14_RS15685	D5R57_RS15945	STM2929	SL1344_RS15155	STM474_RS15155
STM14_RS15680	D5R57_RS15940	STM2928	SL1344_RS15150	STM474_RS15150
STM14_RS15675	D5R57_RS15935	STM2927	SL1344_RS15145	STM474_RS15145
STM14_RS15670	D5R57_RS15930	STM2926	SL1344_RS15140	STM474_RS15140
STM14_RS15665	D5R57_RS15925	STM2925	SL1344_RS15135	STM474_RS15135
STM14_RS15660	D5R57_RS15920	STM2924	SL1344_RS15130	STM474_RS15130
STM14_RS15640	D5R57_RS15900	STM2920	SL1344_RS15110	STM474_RS15110
STM14_RS15630	D5R57_RS15890	STM2918	SL1344_RS15100	STM474_RS15100
STM14_RS15625	D5R57_RS15885	STM2917	SL1344_RS15095	STM474_RS15095
STM14_RS15620	D5R57_RS15880	STM2916	SL1344_RS15090	STM474_RS15090
STM14_RS15615	D5R57_RS15875	STM2915	SL1344_RS15085	STM474_RS15085
STM14_RS15610	D5R57_RS15870	STM2914	SL1344_RS15080	STM474_RS15080
STM14_RS15605	D5R57_RS15865	STM2913	SL1344_RS15075	STM474_RS15075
STM14_RS15595	D5R57_RS15855	STM2911	SL1344_RS15065	STM474_RS15065
STM14_RS15590	D5R57_RS15850	STM2910	SL1344_RS15060	STM474_RS15060
STM14_RS15580	D5R57_RS15840	STM2908	SL1344_RS15050	STM474_RS15050
STM14_RS15555	D5R57_RS15810	STM2903	SL1344_RS15025	STM474_RS15025
STM14_RS15535	D5R57_RS15790	STM2899	SL1344_RS15005	STM474_RS15005
STM14_RS15530	D5R57_RS15785	STM2898	SL1344_RS15000	STM474_RS15000
STM14_RS15525	D5R57_RS15780	STM2897	SL1344_RS14995	STM474_RS14995
STM14_RS15520	D5R57_RS15775	STM2896	SL1344_RS14990	STM474_RS14990
STM14_RS15515	D5R57_RS15770	STM2895	SL1344_RS14985	STM474_RS14985
STM14_RS15510	D5R57_RS15765	STM2894	SL1344_RS14980	STM474_RS14980
STM14_RS15505	D5R57_RS15760	STM2893	SL1344_RS14975	STM474_RS14975
STM14_RS15500	D5R57_RS15755	STM2892	SL1344_RS14970	STM474_RS14970
STM14_RS15495	D5R57_RS15750	STM2891	SL1344_RS14965	STM474_RS14965
STM14_RS15490	D5R57_RS15745	STM2890	SL1344_RS14960	STM474_RS14960
STM14_RS15485	D5R57_RS15740	STM2889	SL1344_RS14955	STM474_RS14955
STM14_RS15480	D5R57_RS15735	STM2888	SL1344_RS14950	STM474_RS14950
STM14_RS15475	D5R57_RS15730	STM2887	SL1344_RS14945	STM474_RS14945
STM14_RS15470	D5R57_RS15725	STM2886	SL1344_RS14940	STM474_RS14940
STM14_RS15465	D5R57_RS15720	STM2885	SL1344_RS14935	STM474_RS14935
STM14_RS15460	D5R57_RS15715	STM2884	SL1344_RS14930	STM474_RS14930
STM14_RS15455	D5R57_RS15710	STM2883	SL1344_RS14925	STM474_RS14925
STM14_RS15450	D5R57_RS15705	STM2882	SL1344_RS14920	STM474_RS14920
STM14_RS15445	D5R57_RS15700	STM2881	SL1344_RS14915	STM474_RS14915
STM14_RS15440	D5R57_RS15695	STM2880	SL1344_RS14910	STM474_RS14910
STM14_RS15435	D5R57_RS15690	STM2879	SL1344_RS14905	STM474_RS14905
STM14_RS15430	D5R57_RS15685	STM2878	SL1344_RS14900	STM474_RS14900
STM14_RS15410	D5R57_RS15665	STM2874	SL1344_RS14880	STM474_RS14880
STM14_RS15405	D5R57_RS15660	STM2873	SL1344_RS14875	STM474_RS14875
STM14_RS15400	D5R57_RS15655	STM2872	SL1344_RS14870	STM474_RS14870
STM14_RS15395	D5R57_RS15650	STM2871	SL1344_RS14865	STM474_RS14865
STM14_RS15390	D5R57_RS15645	STM2870	SL1344_RS14860	STM474_RS14860
STM14_RS15385	D5R57_RS15640	STM2869	SL1344_RS14855	STM474_RS14855
STM14_RS15380	D5R57_RS15635	STM2868	SL1344_RS14850	STM474_RS14850
STM14_RS15375	D5R57_RS15630	STM2867	SL1344_RS14845	STM474_RS14845
STM14_RS15370	D5R57_RS15620	STM2866	SL1344_RS14840	STM474_RS14840
STM14_RS15340	D5R57_RS15590	STM2860	SL1344_RS14810	STM474_RS14810
STM14_RS15305	D5R57_RS15550	STM2853	SL1344_RS14775	STM474_RS14775
STM14_RS15300	D5R57_RS15545	STM2852	SL1344_RS14770	STM474_RS14770
STM14_RS15295	D5R57_RS15540	STM2851	SL1344_RS14765	STM474_RS14765
STM14_RS15290	D5R57_RS15535	STM2850	SL1344_RS14760	STM474_RS14760
STM14_RS15285	D5R57_RS15530	STM2849	SL1344_RS14755	STM474_RS14755
STM14_RS15280	D5R57_RS15525	STM2848	SL1344_RS14750	STM474_RS14750
STM14_RS15275	D5R57_RS15520	STM2847	SL1344_RS14745	STM474_RS14745
STM14_RS15270	D5R57_RS15515	STM2846	SL1344_RS14740	STM474_RS14740
STM14_RS15265	D5R57_RS15510	STM2845	SL1344_RS14735	STM474_RS14735
STM14_RS15260	D5R57_RS15505	STM2844	SL1344_RS14730	STM474_RS14730
STM14_RS15255	D5R57_RS15500	STM2843	SL1344_RS14725	STM474_RS14725
STM14_RS15250	D5R57_RS15495	STM2842	SL1344_RS14720	STM474_RS14720
STM14_RS15235	D5R57_RS15480	STM2839	SL1344_RS14705	STM474_RS14705
STM14_RS15190	D5R57_RS15440	STM2831	SL1344_RS14660	STM474_RS14660
STM14_RS15185	D5R57_RS15430	STM2830	SL1344_RS14655	STM474_RS14655
STM14_RS15180	D5R57_RS15425	STM2829	SL1344_RS14650	STM474_RS14650
STM14_RS15175	D5R57_RS15420	STM2828	SL1344_RS14645	STM474_RS14645
STM14_RS15170	D5R57_RS15410	STM2827	SL1344_RS14640	STM474_RS14640
STM14_RS15165	D5R57_RS15405	STM2826	SL1344_RS14635	STM474_RS14635
STM14_RS15135	D5R57_RS15370	STM2820	SL1344_RS14605	STM474_RS14605
STM14_RS15130	D5R57_RS15365	STM2819	SL1344_RS14600	STM474_RS14600
